path,global_index,module,object_or_class,member
/Script/DogwoodCharacterDevelopment/TraitAsset/GetLevelData,0x7d6ace3c52d7f581,DogwoodCharacterDevelopment,TraitAsset,GetLevelData
/Script/DogwoodCharacterDevelopment/TraitAsset/GetLevelDescription,0x5f6ff445ed60bda8,DogwoodCharacterDevelopment,TraitAsset,GetLevelDescription
/Script/DogwoodCharacterDevelopment/TraitAsset/GetSkillDescription,0x60fc1e3a3cce7e0e,DogwoodCharacterDevelopment,TraitAsset,GetSkillDescription
/Script/DogwoodCharacterDevelopment/TraitAsset/IsUltimateTier,0x6c0fa2d005abe516,DogwoodCharacterDevelopment,TraitAsset,IsUltimateTier
/Script/DogwoodCharacterDevelopment/TraitLevel,0x6bb70b74c0caba0a,DogwoodCharacterDevelopment,TraitLevel,
/Script/DogwoodCharacterDevelopment/TraitLevelCustomGEOrGA,0x6fd26044e8ee6731,DogwoodCharacterDevelopment,TraitLevelCustomGEOrGA,
/Script/DogwoodCharacterDevelopment/TraitLevelRequirementRow,0x6054b565346a8de3,DogwoodCharacterDevelopment,TraitLevelRequirementRow,
/Script/DogwoodCharacterDevelopment/TraitLevelRequirements,0x44793c267579594e,DogwoodCharacterDevelopment,TraitLevelRequirements,
/Script/DogwoodCharacterDevelopment/TraitPointsChangedDelegate__DelegateSignature,0x441e4c658d655251,DogwoodCharacterDevelopment,TraitPointsChangedDelegate__DelegateSignature,
/Script/DogwoodCharacterDevelopment/TraitUnblockVideos,0x670386bcdeb18a8a,DogwoodCharacterDevelopment,TraitUnblockVideos,
/Script/DogwoodCharacterDevelopment/TraitUnblockVideosSoftRefs,0x7c17a96aa8143cc0,DogwoodCharacterDevelopment,TraitUnblockVideosSoftRefs,
/Script/DogwoodCharacterDevelopment/XPQuestRewardTypeRow,0x4a0299e0803b60cc,DogwoodCharacterDevelopment,XPQuestRewardTypeRow,
/Script/DogwoodCharacterDevelopment/XPTypeRow,0x4dacfd24e3dc23ed,DogwoodCharacterDevelopment,XPTypeRow,
/Script/DogwoodFocus/FocusAbilitiesSubsystem/ToggleDisablingAllCooldowns_Debug,0x6ab78d67d532a47a,DogwoodFocus,FocusAbilitiesSubsystem,ToggleDisablingAllCooldowns_Debug
/Script/DogwoodFocus/FocusAbilitiesSubsystem/UnlockAllFocusAbilities_Debug,0x6fc599a53d725b95,DogwoodFocus,FocusAbilitiesSubsystem,UnlockAllFocusAbilities_Debug
