Item,WeaponMesh,ScabbardMesh
ITM_Weapon_SwordLongSuperior2DemoOnly,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_11/M_Sword_NPC_11,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_11/M_Sword_NPC_11_Scabbard
ITM_Weapon_SwordLongSuperior3a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_14/M_Sword_NPC_14,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_14/M_Sword_NPC_14_Scabbard
ITM_Weapon_SwordLongSuperior4a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_17/M_Sword_NPC_17,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_17/M_Sword_NPC_17_Scabbard
ITM_Weapon_SwordLongSuperior5a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_20/M_Sword_NPC_20,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_20/M_Sword_NPC_20_Scabbard
ITM_Weapon_SwordLongSuperior6a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_23/M_Sword_NPC_23,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_23/M_Sword_NPC_23_Scabbard
ITM_Weapon_SwordLongSuperior7,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_26/M_Sword_NPC_26,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_26/M_Sword_NPC_26_Scabbard
ITM_Weapon_SwordLongSuperior7DemoOnly,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_26/M_Sword_NPC_26,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_26/M_Sword_NPC_26_Scabbard
ITM_Weapon_SwordLongSuperior8a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_29/M_Sword_NPC_29,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_29/M_Sword_NPC_29_Scabbard
ITM_Weapon_SwordLongSuperior9a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_32/M_Sword_NPC_32,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_32/M_Sword_NPC_32_Scabbard
ITM_Weapon_SwordLongUndead1a,/Game/_Dawnwalker/Characters/Swords/S_Sword_Undead_02/S_Sword_Undead_02,
ITM_Weapon_SwordMercenary1a,/Game/_Dawnwalker/Characters/Swords/L_Sword_Mercenary_01/L_Sword_Mercenary_01,/Game/_Dawnwalker/Characters/Swords/L_Sword_Mercenary_01/L_Sword_Mercenary_01_Scabbard
ITM_Weapon_SwordOcha1a,/Game/_Dawnwalker/Characters/Swords/L_Sword_NPC_46/L_Sword_NPC_46,/Game/_Dawnwalker/Characters/Swords/L_Sword_NPC_46/L_Sword_NPC_46_Scabbard
ITM_Weapon_SwordOldBrencies1a,/Game/_Dawnwalker/Characters/Swords/S_Sword_Brencis_01/S_Sword_Brencis_01,/Game/_Dawnwalker/Characters/Swords/S_Sword_Brencis_01/S_Sword_Brencis_01_Scabbard
ITM_Weapon_SwordOldBrencies1aBrencisOnly,/Game/_Dawnwalker/Characters/Swords/S_Sword_Brencis_01/S_Sword_Brencis_01,/Game/_Dawnwalker/Characters/Swords/S_Sword_Brencis_01/S_Sword_Brencis_01_Scabbard
ITM_Weapon_SwordShortCommon1a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_07/S_Sword_NPC_07,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_07/S_Sword_NPC_07_Scabbard
ITM_Weapon_SwordShortCommon2a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_11/S_Sword_NPC_11,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_11/S_Sword_NPC_11_Scabbard
ITM_Weapon_SwordShortCommon3a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_15/S_Sword_NPC_15,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_15/S_Sword_NPC_15_Scabbard
ITM_Weapon_SwordShortEpic10a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_40/S_Sword_NPC_40,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_40/S_Sword_NPC_40_Scabbard
ITM_Weapon_SwordShortEpic11a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_43/S_Sword_NPC_43,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_43/S_Sword_NPC_43_Scabbard
ITM_Weapon_SwordShortEpic12a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_51/S_Sword_NPC_51,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_51/S_Sword_NPC_51_Scabbard
ITM_Weapon_SwordShortEpic13a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_48/S_Sword_NPC_48,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_48/S_Sword_NPC_48_Scabbard
ITM_Weapon_SwordShortEpic14a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_50/S_Sword_NPC_50,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_50/S_Sword_NPC_50_Scabbard
ITM_Weapon_SwordShortEpic15a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_52/S_Sword_NPC_52,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_52/S_Sword_NPC_52_Scabbard
ITM_Weapon_SwordShortEpic16a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_54/S_Sword_NPC_54,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_54/S_Sword_NPC_54_Scabbard
ITM_Weapon_SwordShortEpic17a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_56/S_Sword_NPC_56,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_56/S_Sword_NPC_56_Scabbard
ITM_Weapon_SwordShortEpic18a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_58/S_Sword_NPC_58,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_58/S_Sword_NPC_58_Scabbard
ITM_Weapon_SwordShortEpic1a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_10/S_Sword_NPC_10,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_10/S_Sword_NPC_10_Scabbard
ITM_Weapon_SwordShortEpic2a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_14/S_Sword_NPC_14,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_14/S_Sword_NPC_14_Scabbard
ITM_Weapon_SwordShortEpic3a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_19/S_Sword_NPC_19,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_19/S_Sword_NPC_19_Scabbard
ITM_Weapon_SwordShortEpic4a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_22/S_Sword_NPC_22,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_22/S_Sword_NPC_22_Scabbard
ITM_Weapon_SwordShortEpic5a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_25/S_Sword_NPC_25,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_25/S_Sword_NPC_25_Scabbard
ITM_Weapon_SwordShortEpic6a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_28/S_Sword_NPC_28,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_28/S_Sword_NPC_28_Scabbard
ITM_Weapon_SwordShortEpic7a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_31/S_Sword_NPC_31,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_31/S_Sword_NPC_31_Scabbard
ITM_Weapon_SwordShortEpic8a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_34/S_Sword_NPC_34,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_34/S_Sword_NPC_34_Scabbard
ITM_Weapon_SwordShortEpic9a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_37/S_Sword_NPC_37,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_37/S_Sword_NPC_37_Scabbard
ITM_Weapon_SwordShortMaster10a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_39/S_Sword_NPC_39,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_39/S_Sword_NPC_39_Scabbard
ITM_Weapon_SwordShortMaster11a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_42/S_Sword_NPC_42,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_42/S_Sword_NPC_42_Scabbard
ITM_Weapon_SwordShortMaster12a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_53/S_Sword_NPC_53,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_53/S_Sword_NPC_53_Scabbard
ITM_Weapon_SwordShortMaster13a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_47/S_Sword_NPC_47,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_47/S_Sword_NPC_47_Scabbard
ITM_Weapon_SwordShortMaster14a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_49/S_Sword_NPC_49,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_49/S_Sword_NPC_49_Scabbard
ITM_Weapon_SwordShortMaster15a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_51/S_Sword_NPC_51,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_51/S_Sword_NPC_51_Scabbard
ITM_Weapon_SwordShortMaster16a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_53/S_Sword_NPC_53,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_53/S_Sword_NPC_53_Scabbard
ITM_Weapon_SwordShortMaster17a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_55/S_Sword_NPC_55,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_55/S_Sword_NPC_55_Scabbard
ITM_Weapon_SwordShortMaster18a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_57/S_Sword_NPC_57,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_57/S_Sword_NPC_57_Scabbard
ITM_Weapon_SwordShortMaster1a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_09/S_Sword_NPC_09,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_09/S_Sword_NPC_09_Scabbard
ITM_Weapon_SwordShortMaster2a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_13/S_Sword_NPC_13,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_13/S_Sword_NPC_13_Scabbard
ITM_Weapon_SwordShortMaster3a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_18/S_Sword_NPC_18,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_18/S_Sword_NPC_18_Scabbard
ITM_Weapon_SwordShortMaster4a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_21/S_Sword_NPC_21,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_21/S_Sword_NPC_21_Scabbard
ITM_Weapon_SwordShortMaster5a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_24/S_Sword_NPC_24,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_24/S_Sword_NPC_24_Scabbard
ITM_Weapon_SwordShortMaster6a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_27/S_Sword_NPC_27,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_27/S_Sword_NPC_27_Scabbard
ITM_Weapon_SwordShortMaster7a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_30/S_Sword_NPC_30,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_30/S_Sword_NPC_30_Scabbard
ITM_Weapon_SwordShortMaster8a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_33/S_Sword_NPC_33,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_33/S_Sword_NPC_33_Scabbard
ITM_Weapon_SwordShortMaster9a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_36/S_Sword_NPC_36,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_36/S_Sword_NPC_36_Scabbard
ITM_Weapon_SwordShortSuperior10a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_38/S_Sword_NPC_38,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_38/S_Sword_NPC_38_Scabbard
ITM_Weapon_SwordShortSuperior11a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_41/S_Sword_NPC_41,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_41/S_Sword_NPC_41_Scabbard
ITM_Weapon_SwordShortSuperior12a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_42/S_Sword_NPC_42,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_42/S_Sword_NPC_42_Scabbard
ITM_Weapon_SwordShortSuperior1a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_08/S_Sword_NPC_08,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_08/S_Sword_NPC_08_Scabbard
ITM_Weapon_SwordShortSuperior2a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_12/S_Sword_NPC_12,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_12/S_Sword_NPC_12_Scabbard
ITM_Weapon_SwordShortSuperior3a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_16/S_Sword_NPC_16,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_16/S_Sword_NPC_16_Scabbard
ITM_Weapon_SwordShortSuperior4a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_20/S_Sword_NPC_20,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_20/S_Sword_NPC_20_Scabbard
ITM_Weapon_SwordShortSuperior5a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_23/S_Sword_NPC_23,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_23/S_Sword_NPC_23_Scabbard
ITM_Weapon_SwordShortSuperior6a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_26/S_Sword_NPC_26,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_26/S_Sword_NPC_26_Scabbard
ITM_Weapon_SwordShortSuperior7a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_29/S_Sword_NPC_29,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_29/S_Sword_NPC_29_Scabbard
ITM_Weapon_SwordShortSuperior8a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_32/S_Sword_NPC_32,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_32/S_Sword_NPC_32_Scabbard
ITM_Weapon_SwordShortSuperior9a,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_35/S_Sword_NPC_35,/Game/_Dawnwalker/Characters/Swords/S_Sword_NPC_35/S_Sword_NPC_35_Scabbard
ITM_Weapon_SwordSkender1a,/Game/_Dawnwalker/Characters/Swords/M_Sword_Skender_01/M_Sword_Skender_01,/Game/_Dawnwalker/Characters/Swords/M_Sword_Skender_01/M_Sword_Skender_01_Scabbard
ITM_Weapon_SwordSoldierCommon1a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_03/M_Sword_NPC_03,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_03/M_Sword_NPC_03_Scabbard
ITM_Weapon_SwordSoldierMaster1a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_06/M_Sword_NPC_06,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_06/M_Sword_NPC_06_Scabbard
ITM_Weapon_SwordSoldierSuperior1a,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_06/M_Sword_NPC_06,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_06/M_Sword_NPC_06_Scabbard
ITM_Weapon_SwordUnique1a,/Game/_Dawnwalker/Characters/Swords/L_Sword_Unique_01/L_Sword_Unique_01,/Game/_Dawnwalker/Characters/Swords/L_Sword_Unique_01/L_Sword_Unique_01_Scabbard
ITM_Weapon_SwordUnique2a,/Game/_Dawnwalker/Characters/Swords/M_Sword_Unique_02/M_Sword_Unique_02,/Game/_Dawnwalker/Characters/Swords/M_Sword_Unique_02/M_Sword_Unique_02_Scabbard
ITM_Weapon_SwordUnique3a,/Game/_Dawnwalker/Characters/Swords/S_Sword_Unique_03/S_Sword_Unique_03,/Game/_Dawnwalker/Characters/Swords/S_Sword_Unique_03/S_Sword_Unique_03_Scabbard
ITM_Weapon_SwordUriashesMatron1a,/Game/_Dawnwalker/Characters/Swords/M_Sword_Matron_01/M_Sword_Matron_01,/Game/_Dawnwalker/Characters/Swords/M_Sword_Matron_01/M_Sword_Matron_01_Scabbard
ITM_Weapon_SwordVampiric1a,/Game/_Dawnwalker/Characters/Swords/L_Sword_Vampiric_01/L_Sword_Vampiric_01,/Game/_Dawnwalker/Characters/Swords/L_Sword_Vampiric_01/L_Sword_Vampiric_01_Scabbard
ITM_Weapon_TestDebugHeavyWeapon,/Game/_Dawnwalker/Environment/Meshes/Village/Cart/SM_Cart_e,
ITM_Weapon_TraningSword,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_07/M_Sword_NPC_07,/Game/_Dawnwalker/Characters/Swords/M_Sword_NPC_07/M_Sword_NPC_07_Scabbard
ITM_Weapon_VampireClawsTest,,
